uid	name	facility	classification	province	district	sub_district	latitude	longitude	fax	tel	cel	email	manager	area_type	ownership	postal_area	postal_address	street_address	overall_performance	vital_measures	extreme_measures	essential_measures	developmental_measures	facilities_and_infrastructure	clinical_support_services	patient_safety-clinical_governance-clinical_care	operational_management	patients_rights	public_health	leadership_and_corporate_governance	infection_prevention_and_control	improve_patient_safety_and_security	waiting_times	positive_and_caring_attitudes	cleanliness	availability_of_medicines_and_supplies	accommodation-consulting_room-clinic	accommodation-procedure_room-total	accommodation-consulting-room-outpatient-department	accommodation-consulting_room-accident_and_emergency_department	accommodation-medicine_room-number_of	staff-nursing_staff-professional_nurse-vacant	staff-Nursing_Staff-Professional_Nurse-part_time	staff-Nursing_Staff-Professional_Nurse-full_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant	staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time	staff-Clinical_staff-Other-vacant	staff-Clinical_staff-Other-part_time	staff-Clinical_staff-Other-full_time	staff-Nursing_Staff-Enrolled_Nurs-vacant	staff-Nursing_Staff-Enrolled_Nurs-part_time	staff-Nursing_Staff-Enrolled_Nurs-full_time	staff-Nursing_Staff-Enrolled_Nurse-vacant	staff-Nursing_Staff-Enrolled_Nurse-part_time	staff-Nursing_Staff-Enrolled_Nurse-full_time	staff-Nursing_Staff-Advanced_Midwives-vacant	staff-Nursing_Staff-Advanced_Midwives-part_time	staff-Nursing_Staff-Advanced_Midwives-full_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time	staff-Clinical_staff-Pharmacists-vacant	staff-Clinical_staff-Pharmacists-part_time	staff-Clinical_staff-Pharmacists-full_time	staff-Clinical_staff-Allied_Health_Professionals-vacant	staff-Clinical_staff-Allied_Health_Professionals-part_time	staff-Clinical_staff-Allied_Health_Professionals-full_time	staff-Doctors-Medical_Practitioners-vacant	staff-Doctors-Medical_Practitioners-part_time	staff-Doctors-Medical_Practitioners-full_time	staff-Administrative_staff-Information_management-vacant	staff-Administrative_staff-Information_management-part_time	staff-Administrative_staff-Information_management-full_time	staff-Doctors-External_Visiting_Medical_Practitioners-vacant	staff-Doctors-External_Visiting_Medical_Practitioners-part_time	staff-Doctors-External_Visiting_Medical_Practitioners-full_time	staff-Administrative_staff-Human_Resource-vacant	staff-Administrative_staff-Human_Resource-part_time	staff-Administrative_staff-Human_Resource-full_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant	staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time	staff-Doctors-Medical_Specialists-vacant	staff-Doctors-Medical_Specialists-part_time	staff-Doctors-Medical_Specialists-full_time	staff-Doctors-Medical_Practitioner_Interns-vacant	staff-Doctors-Medical_Practitioner_Interns-part_time	staff-Doctors-Medical_Practitioner_Interns-full_time	staff-Clinical_staff-Dental-vacant	staff-Clinical_staff-Dental-part_time	staff-Clinical_staff-Dental-full_time	staff-Doctors-Registrars-vacant	staff-Doctors-Registrars-part_time	staff-Doctors-Registrars-full_time	staff-Doctors-External_Visiting_Medical_Specialists-vacant	staff-Doctors-External_Visiting_Medical_Specialists-part_time	staff-Doctors-External_Visiting_Medical_Specialists-full_time	staff-Staffing-Management_staff-vacant	staff-Staffing-Management_staff-part_time	staff-Staffing-Management_staff-full_time	staff-Administrative_staff-General_Admin_/_Support-vacant	staff-Administrative_staff-General_Admin_/_Support-part_time	staff-Administrative_staff-General_Admin_/_Support-full_time	staff-Administrative_staff-Financial-vacant	staff-Administrative_staff-Financial-part_time	staff-Administrative_staff-Financial-full_time	staff-Total_Staff_Compliment-vacant	staff-Total_Staff_Compliment-part_time	staff-Total_Staff_Compliment-full_time	staff-Vacant-vacant	staff-Vacant-part_time	staff-Vacant-full_time	pharmacy_and_dispensary-hours_per_day	clinics-hours_per_day	pharmacy_and_dispensary-days_per_week	in_patients-hours_per_day	clinics-days_per_week	in_patients-days_per_week	emergency_unit-hours_per_day	emergency_unit-days_per_week	out_patients-hours_per_day	out_patients-days_per_week	governance-Strategic_management	governance-Communications_and_public_relations	governance-Staff_welfare_and_employee_wellness	governance-Human_resource_management_and_development	governance-Leadership_and_Corporate_Governance	governance-Operational_Management	governance-Oversight_and_accountability	governance-Financial_management	governance-Risk_management	governance-Supply_chain_and_asset_Management	governance-Quality_Improvement	governance-Effective_leadership
lp_calais_clinic_2013_05_27	Calais Clinic	Calais Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Maruleng Local Municipality	-24.13552	30.33522			0833954723		T.A. Khoza	RURAL	Facility Owner - Government - Prov	Trichardsdal.	P.O. Box 32, Trichardtsdal,		31	22	 N/A	35	 N/A	32	40	21	38	36	6	33	23	20	47	56	20	63	4	1				0	0	2	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0							8	8	7								0	100	0	50								
lp_carlotta_clinic_2013_05_27	Carlotta Clinic	Carlotta Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Greater Tzaneen Local Municipality	-23.59837	30.19			0722256056		Thiba N.J	RURAL	Facility Owner - Government - Prov	Shiluvana	p/bag x 406		23	25	 N/A	22	 N/A	18	22	21	25	34	33	0	20	19	40	51	10	22	2	0				0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	0	0							24	24	7	24	7						0	0	0	0	0	25						
lp_chalema_clinic_2013_05_27	Chalema Clinic	Chalema Clinic	CLINIC	Limpopo Province	Waterberg District Municipality	Mogalakwena Local Municipality	-23.764964	28.747219			0835877560		RAPHULA KF	RURAL	Facility Owner - Government - Local	MATEBELENG		MAIN STR MATEBELENG	64	54	 N/A	68	 N/A	59	61	58	100	72	90	67	69	50	80	85	64	74	3	0				1	0	2	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0							24										50	100	100	100		100						
lp_charlie_rangaan_clinic_2013_05_27	Charlie Rangaan Clinic	Charlie Rangaan Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Greater Letaba Local Municipality	-23.477201	30.552182	0153287101	0153106000			MM MACHEKE	RURAL	Facility Owner - Government - Prov	GAKGAPANE	PRIVATE BAG 742		31	34	 N/A	29	 N/A	27	40	29	38	30	0	0	25	24	33	47	38	53	3	0				0	0	0	0	0	3	0	20	14	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0							24	24	7	24	7						0	0	0	50	0							
lp_chromite_clinic_2013_05_27	Chromite Clinic	Chromite Clinic	CLINIC	Limpopo Province	Waterberg District Municipality	Thabazimbi Local Municipality	-24.78526	27.28994			071-861-9846		J. Botsi	RURAL	Facility Owner - Government - Prov	Northam		1 Sikwanest, Chromite	30	28	 N/A	30	 N/A	30	43	20	38	28	39	0	32	19	27	39	29	59	2	0				0	0	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0							8	8	5								0	0	0	50	0							
lp_chuene_clinic_2013_05_27	Chuene Clinic	Chuene Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Polokwane Local Municipality	-24.19153	29.48562		0156510000	0729009851		M.A MAJA	RURAL	Facility Owner - Government - Prov		CHUENE CLINIC P.O MOHODUMO CHUENESPOORT		37	42	 N/A	34	 N/A	29	38	35	60	33	50	50	30	38	33	52	21	44	3	0				0	0	0	0	0	3	0	0	11	0	0	3	0	0	0	0	0	1	5	0	7	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	11	0	0	0							24	24	7	24	7						0	100	40	69	50		100					
lp_damani_clinic_2013_05_27	Damani Clinic	Damani Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.835295	30.512069			0722572749/0829907123		RAEDANI NJ	RURAL	Facility Owner - Government - Local	Damani			56	55	 N/A	56	 N/A	44	74	42	76	61	50	60	56	48	62	47	62	87	4	0				3	0	0	0	0	4	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5								0	100	40		60		100					
lp_dan_village_clinic_2013_05_27	Dan Village Clinic	Dan Village Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Greater Tzaneen Local Municipality	-23.5414	30.1617					Mlondobozi T I	RURAL	Facility Owner - Government - Local	Letaba			24	24	 N/A	24	 N/A	37	30	16	12	17	0	0	26	20	20	34	9	33	0					0	0	8	0	0	4	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0							8	8			5						0	0	0	0	0							
lp_davhana_clinic_2013_05_27	Davhana Clinic	Davhana Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Makhado Local Municipality	-23.209845	30.456778		015961473	0760676381		RC SWALARSKPAMY	RURAL	Facility Owner - Government - Prov	THOHOYANDA	PRAVITE BAGX 5009	DAVHANA MAIN ROAD	61	62	 N/A	60	 N/A	48	69	56	71	62	57	100	49	62	60	64	49	82	2	0				0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							24	24	7	24	7						100	100			100		100					
lp_de_hoop_clinic_2013_05_27	De Hoop Clinic	De Hoop Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Makhado Local Municipality	-23.187468	30.276443			0731307468		SHIMATI PM	RURAL	Facility Owner - Government - Prov	MAKHADO	BOX 72 MASIA	DE HOOP MAIN STREET	71	70	 N/A	71	 N/A	64	70	64	76	81	92	100	59	75	93	66	57	76	2	0				1	0	3	0	0	2	0	0	10	0	0	2	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0							24	24	5	24	5						100	100	50		100		100					
lp_de_vrede_clinic_2013_05_27	De Vrede Clinic	De Vrede Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Blouberg Local Municipality	-22.91736	29.02086		0155059027/28	0825700604		M.L. Mashabela	RURAL	Facility Owner - Government - Local	Senwabarwana	Private bag x9530, Polokwane	R521, Schirmanioog Road	36	37	 N/A	36	 N/A	30	38	30	45	39	79	75	32	35	53	44	8	51	4	0				1	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0							8	8	7								50	100	20	44	75		100					
lp_dendron_clinic_2013_05_27	Dendron Clinic	Dendron Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Molemole Local Municipality	-23.36725	29.3275		0155010059			E.J.J Blofield	RURAL	Facility Owner - Government - Local	Dendron	P.O.Box 80	181 President street	42	39	 N/A	44	 N/A	43	41	31	45	56	75	50	48	39	53	60	7	39	2	0				0	0	5	0	0	2	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0							8	8	7								0	100	20	44	50		100					
lp_diana_clinic_2013_05_27	Diana Clinic	Diana Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Aganang Local Municipality	-23.86978	29.06661		0152249902			R.J. Kunutu	RURAL	Facility Owner - Government - Prov	Lonsdale,	Private Bag X 65, Lonsdale,		58	55	 N/A	59	 N/A	50	57	46	64	83	75	75	54	50	77	82	38	77	4	0				0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0							24	24	7	24	7						50	100	40		75		100					
lp_dichoeung_clinic_2013_05_27	Dichoeung Clinic	Dichoeung Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Makhuduthamaga Local Municipality	-24.752302	29.887812		0132667114	0823904770		N.C Molopo	RURAL	Facility Owner - Government - Prov	Dichoeung	P.O.Box429 Jane Furse Hospital		39	37	 N/A	40	 N/A	26	49	38	50	43	33	33	33	36	53	46	18	59	2	0				0	0	2	0	0	2	0	0	26	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0							16	16	7								0	100	0	50		50						
lp_dikgalaopeng_clinic_2013_05_27	Dikgalaopeng Clinic	Dikgalaopeng Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-24.985494	29.457291		0132678100	0726095514		D. Musenwa	RURAL	Facility Owner - Government - Local	Dikalapeng,			52	55	 N/A	51	 N/A	50	54	46	62	57	51	67	51	46	79	47	64	57	2	0				0	0	1	0	0	2	0	0	11	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0							8	8	5								50	100	50	50								
lp_dikgale_clinic_2013_05_27	Dikgale Clinic	Dikgale Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Polokwane Local Municipality	-23.750333	29.773139		0152674833			M.M. Moloisi	RURAL	Facility Owner - Government - Prov	Dikgale			45	45	 N/A	44	 N/A	30	47	47	64	39	61	67	37	43	40	56	44	60	3	0				0	0	1	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0							24	24	7	24	7						50		20	69			100					
lp_dilokong_gateway_clinic_2013_05_27	Dilokong Gateway Clinic	Dilokong Gateway Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Greater Tubatse Local Municipality	-24.614375	30.170742	0132147120	0132147138	0823724626		M.S.Malapane	RURAL	Facility Owner - Government - Prov		P/Bag 9119 Driekop		35	38	 N/A	34	 N/A	29	49	27	38	35	52	33	34	25	47	48	28	55	4	0				0	0	3	2	0	4	0	0	9	0	0	2	2	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0							8	8	5								50	0	0	0								
lp_dilokong_hospital_2013_03_27	Dilokong Hospital	Dilokong Hospital	DISTRICT HOSPITAL	Limpopo Province	Greater Sekhukhune District Municipality	Greater Tubatse Local Municipality	-24.614375	30.170742	013 214 7201/81	013 214 7265	083 443 5332	Mathiba.Mushishi@dhsd.limpopo.gov.za	Mashishi M.M	RURAL	Facility Owner - Government - Prov	Driekop	P/Bag x9119 Driekop 1129	Corner and Modikwa road Gowe, Driekop	69	76	 N/A	65	 N/A	61	70	76	92	59	47	67	78	68	64	68	50	71			4	1		49	0	63	2	0	116	0	0	0	0	0	78	17	0	0	4	0	3	9	0	5	6	0	13	41	0	21	29	5	6	3	0	2	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	30	0	12	142	0	85	21	0	18							24			24		7	24	7	8	5								100	0			
lp_dithabaneng_clinic_2013_05_27	Dithabaneng Clinic	Dithabaneng Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Lepelle-Nkumpi Local Municipality	-24.370444	29.577611		0156341910	0733040634		D. Lekgau	RURAL	Facility Owner - Government - Local	Lebowakgomo,		UNKNOWN	33	39	 N/A	31	 N/A	21	30	35	50	39	67	25	26	38	36	34	30	31	2	0				0	1	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0							8	8	7								0	0	20	69	25		100					
lp_donald_fraser_hospital_2013_03_27	Donald Fraser Hospital	Donald Fraser Hospital	DISTRICT HOSPITAL	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.886534	30.479041	0159631773	0159631778	0828197937	Nnditsheni.mathule@dhsd.limpopo.gov.za	MATHULE N ACTIONG CEO	RURAL	Facility Owner - Government - Prov	VHUFULI	PRIVATE BAG 1172 VHUFULI	VHUFULI	69	74	 N/A	66	 N/A	51	72	74	65	71	82	86	61	71	70	71	49	82			6	1		40	0	98	4	0	159	0	0	0	0	0	121	7	0	0	4	0	6	8	0	25	12	0	17	37	0	24	33	1	6	26	0	31	0	11	0	6	0	14	0	0	0	0	0	0	0	0	0	13	1	3	0	0	0	0	0	0	3	0	2	86	0	168	10	0	20							24			24		7	24	7	8	5	100	100				65		100	0			
lp_dr_cn_phatudi_hospital_2013_03_27	Dr CN Phatudi Hospital	Dr CN Phatudi Hospital	DISTRICT HOSPITAL	Limpopo Province	Mopani District Municipality	Greater Tzaneen Local Municipality	-24.027411	30.28052	0153553434	0153558000		moorane.mabitsela@dhsd.limpopo.gov.za	mabitsela m s	RURAL	Facility Owner - Government - Prov	tzaneen	p/bag x 4056	makhubiding village	50	51	 N/A	49	 N/A	55	64	41	46	51	4	50	50	44	52	56	33	67			2	0		79	30	73	15	0	67	0	0	0	0	0	25	56	0	0	5	0	5	9	0	11	11	0	10	41	0	22	28	3	11	40	0	20	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	4	0	6	0	0	2	0	0	0	0	0	3	68	0	84	23	0	16							24			24		7	24	7	8	5					50				0			
lp_dr_hugo_nkabinde_clinic_2013_05_27	Dr Hugo Nkabinde Clinic	Dr Hugo Nkabinde Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Greater Tzaneen Local Municipality	-23.668715	30.426295		0153127900/1	0725393009		Basani M Ngobeni	RURAL	Facility Owner - Government - Local	nwamitwa	box 236		18	16	 N/A	19	 N/A	22	24	14	25	15	0	0	13	15	13	43	8	30	3	0				0	0	0	2	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	1	0	0							12	12			7						0	0	0	0	0	25						
lp_dr_machupe_mphahlele_chc_2013_05_27	Dr Machupe Mphahlele CHC	Dr Machupe Mphahlele CHC	CHC	Limpopo Province	Capricorn District Municipality	Lepelle-Nkumpi Local Municipality	-24.310972	29.337278			0763594882		R.A. Oliphant	RURAL	Facility Owner - Government - Prov	Groothoek,	P.O. Box 1, Groothoek,	UNKNOWN	36	39	 N/A	34	 N/A	18	27	39	75	42	43	50	29	36	29	57	11	47	0		4	0		2	0	1	11	0	3	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	12	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	1	3	0	10	1	0	0							8	8			7							0	60		50		100					
lp_duiwelskloof_chc_2013_05_27	Duiwelskloof CHC	Duiwelskloof CHC	CHC	Limpopo Province	Mopani District Municipality	Greater Letaba Local Municipality	-23.688903	30.1349	0153099828	0153099241			EM Sefomolo	RURAL	Facility Owner - Government - Prov	Duiwelskloof	p/bag x 744	Hospital street	68	61	 N/A	71	 N/A	66	57	66	78	82	71	100	57	68	81	80	80	63	0		2	1		0	0	8	9	0	7	0	0	10	0	0	7	3	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	6	0	2	0	0	33	0	0	2							8	24		24	7	7	24	7					50	100	100							
lp_duiwelskloof_gateway_clinic_2013_05_27	Duiwelskloof Gateway Clinic	Duiwelskloof Gateway Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Greater Letaba Local Municipality	-23.688903	30.1349	0153287101	0153099074			M I Malema	RURAL	Facility Owner - Government - Prov	ga-kgapane	p/bag x 742	Charles and Maberly	28	27	 N/A	29	 N/A	19	35	25	29	34	70	0	27	21	14	51	32	51	4	0				4	0	0	0	0	3	0	0	1	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5								0	0	0	50	0							
lp_duvhuledza_clinic_2013_05_27	Duvhuledza Clinic	Duvhuledza Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.75654	30.78772			0827981779/0843009778		T.T. Mulangaphuma	RURAL	Facility Owner - Government - Prov	Duvhuledza			57	56	 N/A	57	 N/A	49	88	46	71	35	88	80	68	52	8	58	50	86	2	0				0	0	5	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0							24	24	7	24	7						50	100	40		80		100					
lp_dwaalboom_clinic_2013_05_27	Dwaalboom Clinic	Dwaalboom Clinic	CLINIC	Limpopo Province	Waterberg District Municipality	Thabazimbi Local Municipality	-24.722543	26.808974			084-867-0126		L.P Mokoka	RURAL	Facility Owner - Government - Prov	Dwaalboom	P.O. Box 26, Dwaalboom,	Dwaalboom Clinic	36	36	 N/A	37	 N/A	25	52	35	60	30	73	0	45	26	33	29	23	75	2	0				0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0							8	8	5								0	0	50	100	0	60						
lp_dzingahe_clinic_2013_05_27	Dzingahe Clinic	Dzingahe Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.909498	30.522391			0833720605		MAHANI T.O	RURAL	Facility Owner - Government - Prov			DZINGALE VILLAGE	49	52	 N/A	48	 N/A	44	55	45	69	36	61	80	61	44	64	43	19	64	2	0				0	0	1	1	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0							24	24	7	24	7						50	100	40		80		100					
lp_dzumeri_chc_2013_05_27	Dzumeri CHC	Dzumeri CHC	CLINIC	Limpopo Province	Mopani District Municipality	Greater Giyani Local Municipality	-23.577	30.708			0718619885		Mathebula TF	RURAL	Facility Owner - Government - Prov	giyani	p/bag x 628	1122 dzumeri vill	37	32	 N/A	40	 N/A	35	38	32	67	39	56	0	27	31	40	70	31	62	0	3	3			5	0	18	3	0	13	0	0	4	0	0	8	0	0	0	4	0	2	0	0	6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	9	0	32	0	0	0							24	24	7	24		7	24	7				0	50		0							
lp_dzwerani_clinic_2013_05_27	Dzwerani Clinic	Dzwerani Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-23.05638	30.423079			0764884800		SARONAH THOBELA	RURAL	Facility Owner - Government - Prov	DZWERANI	P.O DZWERANI	DZWARANI VILLAGE	66	59	 N/A	70	 N/A	52	71	66	76	69	88	100	66	60	83	68	55	88	1	0				0	0	3	1	0	3	0	0	2	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	6	0	0	0	0							24	24	7	24	7							100	40		100		100					
lp_eensaam_clinic_2013_05_27	Eensaam Clinic	Eensaam Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Makhuduthamaga Local Municipality	-24.95333	29.886			0716604337		N.N.Mogoane	RURAL	Facility Owner - Government - Prov	Ga-kgoloko			38	35	 N/A	39	 N/A	39	56	24	25	37	38	0	32	30	47	44	23	67	3	0				0	0	3	0	0	2	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0							8	8	7								0	0	0	0	0	25						
lp_eerstegeluk_clinic_2013_05_27	Eerstegeluk Clinic	Eerstegeluk Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Greater Tubatse Local Municipality	-24.73189	30.13331		0132370018	0769367649		P.N. Motebu	RURAL	Facility Owner - Government - Local	Steelpoort,	Private Bag X 4138, Steelpoort,		32	28	 N/A	33	 N/A	39	34	28	29	29	41	0	30	23	40	39	36	47	4	0				0	0	1	0	0	2	0	0	25	0	0	2	0	0	0	0	0	4	0	0	2	0	0	0	0	2	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0							24	24	7	24	7						0	0	0	50	0							
lp_eisleben_clinic_2013_05_27	Eisleben Clinic	Eisleben Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Molemole Local Municipality	-23.51861	29.8415		0155267903	0837502032		M.L Mashaba	RURAL	Facility Owner - Government - Local	Eisleben		Ga-Mmasa 526	46	50	 N/A	45	 N/A	45	31	47	60	64	25	25	49	43	67	69	36	32	2	0				0	0	4	0	0	2	0	0	22	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0							8	8	7								0	0	40	69	25		100					
